label	text_a	text_b
1	Weight measures were available for 3,847 patients between 1 and 4 mo, 2,884 patients between 5 and 12 mo, and 2,258 patients between 13 and 48 mo post-procedure.	Bariatric surgery reduces postmenopausal breast cancer.
0	We report that activation of basophils by autoreactive IgE causes their homing to lymph nodes, promoting T helper type 2 (T(H)2) cell differentiation and enhancing the production of self-reactive antibodies that cause lupus-like nephritis in mice lacking the Src family protein tyrosine kinase Lyn (Lyn(-/-) mice).	Basophils promote disease development in patients with systemic lupus erythematosus (SLE).
0	Individuals with SLE also have elevated serum IgE, self-reactive IgEs and activated basophils that express CD62 ligand (CD62L) and the major histocompatibility complex (MHC) class II molecule human leukocyte antigen-DR (HLA-DR), parameters that are associated with increased disease activity and active lupus nephritis.	Basophils promote disease development in patients with systemic lupus erythematosus (SLE).
0	Thus, in Lyn(-/-) mice, basophils and IgE autoantibodies amplify autoantibody production that leads to lupus nephritis, and in individuals with SLE IgE autoantibodies and activated basophils are factors associated with disease activity and nephritis.	Basophils promote disease development in patients with systemic lupus erythematosus (SLE).
0	Furthermore, p53BERs produce, in a p53-dependent manner, enhancer RNAs (eRNAs) that are required for efficient transcriptional enhancement of interacting target genes and induction of a p53-dependent cell-cycle arrest.	Binding of p53 to enhancer regions (p53BERs) regulates the activity of p53 transcription and cell cycle arrest through the production of p53-dependent eRNAs.
0	Moreover, eRNA production from p53BERs is required for efficient p53 transcription enhancement.	Binding of p53 to enhancer regions (p53BERs) regulates the activity of p53 transcription and cell cycle arrest through the production of p53-dependent eRNAs.
1	Binding within or nearby target genes involved in cell proliferation and survival enables the p53 tumor suppressor gene to regulate their transcription and cell-cycle progression.	Binding of p53 to enhancer regions (p53BERs) regulates the activity of p53 transcription and cell cycle arrest through the production of p53-dependent eRNAs.
1	Thus, our results ascribe transcription enhancement activity to p53 with the capacity to regulate multiple genes from a single genomic binding site.	Binding of p53 to enhancer regions (p53BERs) regulates the activity of p53 transcription and cell cycle arrest through the production of p53-dependent eRNAs.
2	Birth weight was positively associated with breast cancer risk in studies based on birth records (pooled relative risk [RR] per one standard deviation [SD] [= 0.5 kg] increment in birth weight: 1.06; 95% confidence interval [CI] 1.02-1.09) and parental recall when the participants were children (1.02; 95% CI 0.99-1.05), but not in those based on adult self-reports, or maternal recall during the woman's adulthood (0.98; 95% CI 0.95-1.01) (p for heterogeneity between data sources = 0.003).	Birth-weight is negatively associated with breast cancer.
2	Relative to women who weighed 3.000-3.499 kg, the risk was 0.96 (CI 0.80-1.16) in those who weighed < 2.500 kg, and 1.12 (95% CI 1.00-1.25) in those who weighed > or = 4.000 kg (p for linear trend = 0.001) in birth record data.	Birth-weight is negatively associated with breast cancer.
2	CONCLUSIONS This pooled analysis of individual participant data is consistent with birth size, and in particular birth length, being an independent correlate of breast cancer risk in adulthood.	Birth-weight is negatively associated with breast cancer.
1	Random effect models were used, if appropriate, to combine study-specific estimates of effect.	Birth-weight is negatively associated with breast cancer.
1	The birth size effects did not appear to be confounded or mediated by established breast cancer risk factors and were not modified by age or menopausal status.	Birth-weight is negatively associated with breast cancer.
1	BACKGROUND Birth size, perhaps a proxy for prenatal environment, might be a correlate of subsequent breast cancer risk, but findings from epidemiological studies have been inconsistent.	Birth-weight is negatively associated with breast cancer.
2	The relative risk estimate for breast cancer comparing women with high birthweight to women with low birthweight combining all studies including both pre- and postmenopausal breast cancer was 1.23 (95% confidence interval 1.13-1.34).	Birth-weight is negatively associated with breast cancer.
1	To date, 26 research papers addressing this issue have been published.	Birth-weight is negatively associated with breast cancer.
2	Increased risk of breast cancer was noted with increased birthweight (relative risk [RR] 1.15 [95% CI 1.09-1.21]), birth length (1.28 [1.11-1.48]), higher maternal age (1.13 [1.02-1.25]), and paternal age (1.12 [1.05-1.19]).	Birth-weight is negatively associated with breast cancer.
1	No association was noted between risk of breast cancer and gestational age at birth (0.95 [0.71-1.26]) or maternal diethylstilbestrol treatment (1.40 [0.86-2.28]).	Birth-weight is negatively associated with breast cancer.
2	RESULTS We found that heavier birth weights were associated with increased breast cancer risk, with studies involving five categories of birth weight identifying odds ratios (ORs) of 1.24 (95% confidence interval [CI] 1.04 to 1.48) for 4,000 g or more and 1.15 (95% CI 1.04 to 1.26) for 3,500 g to 3,999 g, relative to a birth weight of 2,500 to 2,599 g. These studies provided no support for a J-shaped relationship of birthweight to risk.	Birth-weight is negatively associated with breast cancer.
2	CONCLUSION Our findings provide some support for the hypothesis that in utero exposures reflective of higher endogenous hormone levels could affect risk for development of breast cancer in adulthood.	Birth-weight is negatively associated with breast cancer.
1	METHODS We reviewed breast cancer studies published from January 1966 to February 2007 that included data on birth weight, birth order, maternal age, gestational age, twin status, and maternal or paternal smoking.	Birth-weight is negatively associated with breast cancer.
1	Birth order, prematurity, and maternal smoking were unrelated to breast cancer risk.	Birth-weight is negatively associated with breast cancer.
0	The suppression of TDP-43 mitochondrial localization abolishes WT and mutant TDP-43-induced mitochondrial dysfunction and neuronal loss, and improves phenotypes of transgenic mutant TDP-43 mice.	Blocking the interaction between TDP-43 and respiratory complex I proteins ND3 and ND6 prevents TDP-43-induced neuronal loss.
1	Thus, our studies link TDP-43 toxicity directly to mitochondrial bioenergetics and propose the targeting of TDP-43 mitochondrial localization as a promising therapeutic approach for neurodegeneration.	Blocking the interaction between TDP-43 and respiratory complex I proteins ND3 and ND6 prevents TDP-43-induced neuronal loss.
0	We also found that after bone marrow transplantation, host macrophages retained the capacity to expand when the development of donor macrophages was compromised.	Bone marrow cells don't contribute to adult macrophage compartments.
1	Despite accumulating evidence suggesting local self-maintenance of tissue macrophages in the steady state, the dogma remains that tissue macrophages derive from monocytes.	Bone marrow cells don't contribute to adult macrophage compartments.
0	In contrast to other neutralizing MPER antibodies, 10E8 did not bind phospholipids, was not autoreactive, and bound cell-surface envelope.	Broadly HIV-1 Neutralizing Antibodies (bnAb) 10EB have no affinity for phospholipids.
1	Characterization of human monoclonal antibodies is providing considerable insight into mechanisms of broad HIV-1 neutralization.	Broadly HIV-1 Neutralizing Antibodies (bnAb) 10EB have no affinity for phospholipids.
0	C2 acts synergistically with the drug A769662 to activate AMPK α1-containing complexes independent of upstream kinases.	C2 works synergistically with A-769662 to activate dephosphorylated AMPK.
1	Drugs that activate AMPK may be useful in the treatment of metabolic diseases including type 2 diabetes.	C2 works synergistically with A-769662 to activate dephosphorylated AMPK.
0	Soluble CCL21 functionally resembles the second CCR7 ligand, CCL19, which lacks anchoring residues and forms soluble gradients.	CCL19 is a ligand for CCR7.
1	Adhesive random migration and directional steering cooperate to produce dynamic but spatially restricted locomotion patterns closely resembling the cellular dynamics observed in secondary lymphoid organs.	CCL19 is a ligand for CCR7.
0	We further determine that CD28 costimulation augments, whereas 4-1BB costimulation reduces, exhaustion induced by persistent CAR signaling.	CD28 initiates tonic signaling in conventional T cells, which causes an exhaustion phenotype and limited efficiency.
1	It remains unknown whether the impressive effects of CD19 CARs relate to greater susceptibility of hematologic malignancies to CAR therapies, or superior functionality of the CD19 CAR itself.	CD28 initiates tonic signaling in conventional T cells, which causes an exhaustion phenotype and limited efficiency.
0	Here, we demonstrate that the CD28 co-stimulatory pathway regulates the trafficking of self-reactive Ctla4(-/-) T cells to tissues.	CD28 signals regulate trafficking of murine auto-reactive T cells into target tissues.
0	Concurrent ablation of the CD28-activated Tec family kinase ITK does not block spontaneous T cell activation but instead causes self-reactive Ctla4(-/-) T cells to accumulate in secondary lymphoid organs.	CD28 signals regulate trafficking of murine auto-reactive T cells into target tissues.
1	Notably, ITK inhibitors mimic the null mutant phenotype and also prevent pancreatic islet infiltration by diabetogenic T cells in mouse models of type 1 diabetes, highlighting their potential utility for the treatment of human autoimmune disorders.	CD28 signals regulate trafficking of murine auto-reactive T cells into target tissues.
1	Mice lacking the co-inhibitory receptor cytotoxic T lymphocyte antigen-4 (CTLA-4) develop fatal autoimmunity characterized by lymphocytic infiltration into nonlymphoid tissues.	CD28 signals regulate trafficking of murine auto-reactive T cells into target tissues.
2	Here, we show that all colorectal cancer stem cells (CR-CSCs) express CD44v6, which is required for their migration and generation of metastatic tumors.	CD44v6 is not associated with constitutive and reprogrammed cancer stem cells driving cancer metastasis.
2	Cytokines hepatocyte growth factor (HGF), osteopontin (OPN), and stromal-derived factor 1α (SDF-1), secreted from tumor associated cells, increase CD44v6 expression in CR-CSCs by activating the Wnt/β-catenin pathway, which promotes migration and metastasis.	CD44v6 is not associated with constitutive and reprogrammed cancer stem cells driving cancer metastasis.
2	CD44v6(-) progenitor cells do not give rise to metastatic lesions but, when treated with cytokines, acquire CD44v6 expression and metastatic capacity.	CD44v6 is not associated with constitutive and reprogrammed cancer stem cells driving cancer metastasis.
2	Importantly, phosphatidylinositol 3-kinase (PI3K) inhibition selectively killed CD44v6 CR-CSCs and reduced metastatic growth.	CD44v6 is not associated with constitutive and reprogrammed cancer stem cells driving cancer metastasis.
2	Thus, the metastatic process in colorectal cancer is initiated by CSCs through the expression of CD44v6, which is both a functional biomarker and therapeutic target.	CD44v6 is not associated with constitutive and reprogrammed cancer stem cells driving cancer metastasis.
0	Those include the vesicle-mediated Coat Protein Complex I (COPI) transport complex, which is required for limiting lipid storage.	COPI coatmer is involved in lipid homeostasis.
0	We found that COPI components regulate the PAT protein composition at the lipid droplet surface, and promote the association of adipocyte triglyceride lipase (ATGL) with the lipid droplet surface to mediate lipolysis.	COPI coatmer is involved in lipid homeostasis.
0	These data indicate that the COPI complex is an evolutionarily conserved regulator of lipid homeostasis, and highlight an interaction between vesicle transport systems and lipid droplets.	COPI coatmer is involved in lipid homeostasis.
1	We identified key Drosophila candidate genes for lipid droplet regulation by RNA interference (RNAi) screening with an image segmentation-based optical read-out system, and show that these regulatory functions are conserved in the mouse.	COPI coatmer is involved in lipid homeostasis.
1	Furthermore, RNAi inhibition of ATGL and simultaneous drug treatment indicate that COPI and ATGL function in the same pathway.	COPI coatmer is involved in lipid homeostasis.
1	Two compounds known to inhibit COPI function, Exo1 and Brefeldin A, phenocopy COPI knockdowns.	COPI coatmer is involved in lipid homeostasis.
0	Conversely, enhanced Ca2+ cycling by activation of α1- and/or β3-adrenergic receptors or the SERCA2b-RyR2 pathway stimulates UCP1-independent thermogenesis in beige adipocytes.In the absence of UCP1, beige fat dynamically expends glucose through enhanced glycolysis, tricarboxylic acid metabolism and pyruvate dehydrogenase activity for ATP-dependent thermogenesis through the SERCA2b pathway; beige fat thereby functions as a 'glucose sink' and improves glucose tolerance independently of body weight loss.	Ca2+ cycling controls whole-body energy homeostasis in beige fat.
0	Our study uncovers a noncanonical thermogenic mechanism through which beige fat controls whole-body energy homeostasis via Ca2+ cycling.	Ca2+ cycling controls whole-body energy homeostasis in beige fat.
2	Here we report a robust UCP1-independent thermogenic mechanism in beige fat that involves enhanced ATP-dependent Ca2+ cycling by sarco/endoplasmic reticulum Ca2+-ATPase 2b (SERCA2b) and ryanodine receptor 2 (RyR2).	Ca2+ cycling is a UCP1-dependent thermogenic mechanism.
2	Conversely, enhanced Ca2+ cycling by activation of α1- and/or β3-adrenergic receptors or the SERCA2b-RyR2 pathway stimulates UCP1-independent thermogenesis in beige adipocytes.	Ca2+ cycling is a UCP1-dependent thermogenic mechanism.
1	In the absence of UCP1, beige fat dynamically expends glucose through enhanced glycolysis, tricarboxylic acid metabolism and pyruvate dehydrogenase activity for ATP-dependent thermogenesis through the SERCA2b pathway; beige fat thereby functions as a 'glucose sink' and improves glucose tolerance independently of body weight loss.	Ca2+ cycling is a UCP1-dependent thermogenic mechanism.
1	Uncoupling protein 1 (UCP1) plays a central role in nonshivering thermogenesis in brown fat; however, its role in beige fat remains unclear.	Ca2+ cycling is a UCP1-dependent thermogenic mechanism.
0	Here we report a robust UCP1-independent thermogenic mechanism in beige fat that involves enhanced ATP-dependent Ca2+ cycling by sarco/endoplasmic reticulum Ca2+-ATPase 2b (SERCA2b) and ryanodine receptor 2 (RyR2).	Ca2+ cycling is a UCP1-independent thermogenic mechanism.
0	Conversely, enhanced Ca2+ cycling by activation of α1- and/or β3-adrenergic receptors or the SERCA2b-RyR2 pathway stimulates UCP1-independent thermogenesis in beige adipocytes.	Ca2+ cycling is a UCP1-independent thermogenic mechanism.
1	In the absence of UCP1, beige fat dynamically expends glucose through enhanced glycolysis, tricarboxylic acid metabolism and pyruvate dehydrogenase activity for ATP-dependent thermogenesis through the SERCA2b pathway; beige fat thereby functions as a 'glucose sink' and improves glucose tolerance independently of body weight loss.	Ca2+ cycling is a UCP1-independent thermogenic mechanism.
1	Our study uncovers a noncanonical thermogenic mechanism through which beige fat controls whole-body energy homeostasis via Ca2+ cycling.	Ca2+ cycling is a UCP1-independent thermogenic mechanism.
0	Here, integrating human tumour genomics and syngeneic mammary tumour models, we demonstrate that mTOR signalling in cancer cells dictates a mammary tumour's ability to stimulate MDSC accumulation through regulating G-CSF.	Cancer cells can stimulate the accumulation of intra-tumoural myeloid-derived suppressor cells by promoting granulocyte colony stimulating factor production.
1	Analyses of primary breast cancers and patient-derived xenografts corroborate these mechanisms in patients.	Cancer cells can stimulate the accumulation of intra-tumoural myeloid-derived suppressor cells by promoting granulocyte colony stimulating factor production.
0	All patients with metastatic lung, colorectal, pancreatic or head and neck cancers who initially benefit from epidermal growth factor receptor (EGFR)-targeted therapies eventually develop resistance.	Cancers that initially benefit from epidermal growth factor receptor targeted therapies later become refractory through several mechanisms.
1	Our growing knowledge of resistance pathways provides an opportunity to develop new mechanism-based inhibitors and combination therapies to prevent or overcome therapeutic resistance in tumors.	Cancers that initially benefit from epidermal growth factor receptor targeted therapies later become refractory through several mechanisms.
0	Here, we show that cardiac macrophages facilitate electrical conduction through the distal atrioventricular node, where conducting cells densely intersperse with elongated macrophages expressing connexin 43.	Cardiac tissue-resident macrophages directly contribute to electrical activity.
0	Conversely, macrophages render the resting membrane potential of cardiomyocytes more positive and, according to computational modeling, accelerate their repolarization.	Cardiac tissue-resident macrophages directly contribute to electrical activity.
0	Photostimulation of channelrhodopsin-2-expressing macrophages improves atrioventricular conduction, whereas conditional deletion of connexin 43 in macrophages and congenital lack of macrophages delay atrioventricular conduction.	Cardiac tissue-resident macrophages directly contribute to electrical activity.
0	These observations implicate macrophages in normal and aberrant cardiac conduction.	Cardiac tissue-resident macrophages directly contribute to electrical activity.
0	These studies demonstrated that gynandromorph birds are genuine male:female chimaeras, and indicated that male and female avian somatic cells may have an inherent sex identity.	Cell autonomous sex determination in somatic cells occurs in Galliformes.
0	In an example where female tissue was transplanted into a male host, donor cells contributing to the developing testis retained a female identity and expressed a marker of female function.	Cell autonomous sex determination in somatic cells occurs in Galliformes.
0	Our study demonstrates that avian somatic cells possess an inherent sex identity and that, in birds, sexual differentiation is substantively cell autonomous.	Cell autonomous sex determination in somatic cells occurs in Galliformes.
1	Here we have examined three lateral gynandromorph chickens (a rare, naturally occurring phenomenon in which one side of the animal appears male and the other female) to investigate the sex-determining mechanism in birds.	Cell autonomous sex determination in somatic cells occurs in Galliformes.
1	In contrast to the outcome for mammalian mixed-sex chimaeras, in chicken mixed-sex chimaeras the donor cells were excluded from the functional structures of the host gonad.	Cell autonomous sex determination in somatic cells occurs in Galliformes.
1	In the mammalian model of sex determination, embryos are considered to be sexually indifferent until the transient action of a sex-determining gene initiates gonadal differentiation.	Cell autonomous sex determination in somatic cells occurs in Galliformes.
0	The analysis of thousands of circadian cycles in dividing cells clearly indicated that both oscillators tick in a 1:1 mode-locked state, with cell divisions occurring tightly 5 h before the peak in circadian Rev-Erbα-YFP reporter expression.	Cellular clocks are associated with mitosis timing in NIH 3T3 cells.
1	Moreover, temperature, genetic, and pharmacological perturbations showed that the two interacting cellular oscillators adopt a synchronized state that is highly robust over a wide range of parameters.	Cellular clocks are associated with mitosis timing in NIH 3T3 cells.
2	The analysis of thousands of circadian cycles in dividing cells clearly indicated that both oscillators tick in a 1:1 mode-locked state, with cell divisions occurring tightly 5 h before the peak in circadian Rev-Erbα-YFP reporter expression.	Cellular clocks are not predictive of mitosis timing in NIH 3T3 cells.
1	Circadian cycles and cell cycles are two fundamental periodic processes with a period in the range of 1 day.	Cellular clocks are not predictive of mitosis timing in NIH 3T3 cells.
0	Replication-timing changes were coordinated with transcription changes for weak promoters more than strong promoters, and were accompanied by rearrangements in subnuclear position.	Cellular differentiation of embryonic stem cells is accompanied by changes in replication timing, transcription and nuclear localization.
1	The molecular boundaries of replication domains are remarkably well conserved between distantly related ESC lines and induced pluripotent stem cells.	Cellular differentiation of embryonic stem cells is accompanied by changes in replication timing, transcription and nuclear localization.
2	Activated charcoal hemoperfusion had little effect on avoiding acute kidney injury in patients with severe PQ poisoning.	Charcoal is an effective treatment for acute paraquat poisoning.
1	Therefore, it was concluded that in patients with normal renal function, the elimination kinetics of PQ by the kidneys were only associated with the plasma PQ concentration.	Charcoal is an effective treatment for acute paraquat poisoning.
0	Activated charcoal hemoperfusion had little effect on avoiding acute kidney injury in patients with severe PQ poisoning.	Charcoal shows no benefit for acute paraquat poisoning.
1	Among the 12 surviving patients, 10 had normal renal function and 2 developed non-oliguric renal failure.	Charcoal shows no benefit for acute paraquat poisoning.
2	Treatment of 12 healthy female subjects with CDCA for 2 days resulted in increased BAT activity.	Chenodeoxycholic acid treatment decreases brown adipose tissue activity.
1	In rodents, BAT can be activated by bile acids, which activate type 2 iodothyronine deiodinase (D2) in BAT via the G-coupled protein receptor TGR5, resulting in increased oxygen consumption and energy expenditure.	Chenodeoxycholic acid treatment decreases brown adipose tissue activity.
0	Treatment of 12 healthy female subjects with CDCA for 2 days resulted in increased BAT activity.	Chenodeoxycholic acid treatment increases brown adipose tissue activity.
1	These findings identify bile acids as a target to activate BAT in humans.	Chenodeoxycholic acid treatment increases brown adipose tissue activity.
0	Prevalences in individuals aged 16-24 years were 3·1% (2·2-4·3) in women and 2·3% (1·5-3·4) in men.	Chlamydia trachomatis is most prevalent in the UK among sexually-experienced individuals aged 16 to 24.
1	INTERPRETATION STIs were distributed heterogeneously, requiring general and infection-specific interventions.	Chlamydia trachomatis is most prevalent in the UK among sexually-experienced individuals aged 16 to 24.
0	On the basis of in vivo KLF4 chromatin immunoprecipitation–sequencing (ChIP-seq) analyses and studies of cholesterol-treated cultured SMCs, we identified >800 KLF4 target genes, including many that regulate pro-inflammatory responses of SMCs.Our findings indicate that the contribution of SMCs to atherosclerotic plaques has been greatly underestimated, and that KLF4-dependent transitions in SMC phenotype are critical in lesion pathogenesis.	Cholesterol loading induces KLF4 expression in VSMCs, resulting in the expression of pro-inflammatory cytokines.
1	Here, using Myh11-CreERT2 ROSA floxed STOP eYFP Apoe−/− mice to perform SMC lineage tracing, we find that traditional methods for detecting SMCs based on immunostaining for SMC markers fail to detect >80% of SMC-derived cells within advanced atherosclerotic lesions.	Cholesterol loading induces KLF4 expression in VSMCs, resulting in the expression of pro-inflammatory cytokines.
1	These unidentified SMC-derived cells exhibit phenotypes of other cell lineages, including macrophages and mesenchymal stem cells (MSCs).	Cholesterol loading induces KLF4 expression in VSMCs, resulting in the expression of pro-inflammatory cytokines.
2	Indeed, during NETosis, neutrophils externalized the citrullinated autoantigens implicated in RA pathogenesis, and anti-citrullinated vimentin antibodies potently induced NET formation.In turn, NETs significantly augmented inflammatory responses in RA and OA synovial fibroblasts, including induction of IL-6, IL-8, chemokines, and adhesion molecules.	Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to disrupt the inflammatory cycle.
1	We investigated whether aberrant NETosis occurs in RA, determined its triggers, and examined its deleterious inflammatory consequences.	Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to disrupt the inflammatory cycle.
1	Enhanced NETosis was observed in circulating and RA synovial fluid neutrophils compared to neutrophils from healthy controls and from patients with osteoarthritis (OA).	Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to disrupt the inflammatory cycle.
2	BACKGROUND Histone deimination regulates gene function and contributes to antimicrobial response, allowing the formation of neutrophil extracellular traps (NETs).Deiminated proteins are target of anti-citrullinated peptides antibodies (ACPA) in rheumatoid arthritis (RA).	Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to disrupt the inflammatory cycle.
2	CONCLUSIONS Citrullinated H4 from activated neutrophils and NETs is a target of antibodies in RA, and synthetic citrullinated H4-derived peptides are a new substrate for ACPA detection.	Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to disrupt the inflammatory cycle.
1	A similar reactivity was observed with NET proteins.	Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to disrupt the inflammatory cycle.
1	As NETosis can generate antigens for ACPA, these data suggest a novel connection between innate and adaptive immunity in RA.	Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to disrupt the inflammatory cycle.
1	The antigen from neutrophils or NETs was identified as citrullinated H4 by MALDI-TOF analysis.	Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to disrupt the inflammatory cycle.
0	Indeed, during NETosis, neutrophils externalized the citrullinated autoantigens implicated in RA pathogenesis, and anti-citrullinated vimentin antibodies potently induced NET formation.Moreover, the inflammatory cytokines interleukin-17A (IL-17A) and tumor necrosis factor-α (TNF-α) induced NETosis in RA neutrophils.In turn, NETs significantly augmented inflammatory responses in RA and OA synovial fibroblasts, including induction of IL-6, IL-8, chemokines, and adhesion molecules.These observations implicate accelerated NETosis in RA pathogenesis, through externalization of citrullinated autoantigens and immunostimulatory molecules that may promote aberrant adaptive and innate immune responses in the joint and in the periphery, and perpetuate pathogenic mechanisms in this disease.	Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to perpetuate the inflammatory cycle via induction of autoantibodies.
1	Enhanced NETosis was observed in circulating and RA synovial fluid neutrophils compared to neutrophils from healthy controls and from patients with osteoarthritis (OA).	Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to perpetuate the inflammatory cycle via induction of autoantibodies.
1	Further, netting neutrophils infiltrated RA synovial tissue, rheumatoid nodules, and skin.	Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to perpetuate the inflammatory cycle via induction of autoantibodies.
1	NETosis correlated with ACPA presence and levels and with systemic inflammatory markers.	Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to perpetuate the inflammatory cycle via induction of autoantibodies.
1	The early events leading to the development of rheumatoid arthritis (RA) remain unclear, but formation of autoantibodies to citrullinated protein antigens (ACPAs) is considered a key pathogenic event.	Citrullinated proteins externalized in neutrophil extracellular traps act indirectly to perpetuate the inflammatory cycle via induction of autoantibodies.
0	Here, we show that clathrin stabilizes fibres of the mitotic spindle to aid congression of chromosomes.	Clathrin stabilizes the spindle fiber apparatus during mitosis.
0	Depletion of clathrin heavy chain using RNA interference prolonged mitosis; kinetochore fibres were destabilized, leading to defective congression of chromosomes to the metaphase plate and persistent activation of the spindle checkpoint.	Clathrin stabilizes the spindle fiber apparatus during mitosis.
0	Normal mitosis was rescued by clathrin triskelia but not the N-terminal domain of clathrin heavy chain, indicating that stabilization of kinetochore fibres was dependent on the unique structure of clathrin.	Clathrin stabilizes the spindle fiber apparatus during mitosis.
1	The importance of clathrin for normal mitosis may be relevant to understanding human cancers that involve gene fusions of clathrin heavy chain.	Clathrin stabilizes the spindle fiber apparatus during mitosis.
1	Clathrin has an established function in the generation of vesicles that transfer membrane and proteins around the cell.	Clathrin stabilizes the spindle fiber apparatus during mitosis.
1	The formation of clathrin-coated vesicles occurs continuously in non-dividing cells, but is shut down during mitosis, when clathrin concentrates at the spindle apparatus.	Clathrin stabilizes the spindle fiber apparatus during mitosis.
0	Cnn1 regulates KMN activity in a spatiotemporal manner by inhibiting the interaction between its complexes.	Cnn1 recruitment varies with cell cycle timing.
0	Cnn1 activity peaks in anaphase and is driven by the Cdc28, Mps1 and Ipl1 kinases.	Cnn1 recruitment varies with cell cycle timing.
1	Kinetochore–spindle binding and chromosome segregation are mediated by the multi-copy KNL1Spc105, MIS12Mtw1 and NDC80Ndc80 complexes that form the so-called KMN network.	Cnn1 recruitment varies with cell cycle timing.
1	Using budding yeast, we show that kinetochore protein Cnn1 localizes to the base of the Ndc80 complex and promotes a functionally competent configuration of the KMN network.	Cnn1 recruitment varies with cell cycle timing.
2	RESULTS CBT resulted in improved short- and long-term outcomes compared with zopiclone on 3 out of 4 outcome measures.	Cognitive behavioral therapy is an ineffective treatment for insomnia
2	Participants receiving CBT improved their sleep efficiency from 81.4% at pretreatment to 90.1% at 6-month follow-up compared with a decrease from 82.3% to 81.9% in the zopiclone group.	Cognitive behavioral therapy is an ineffective treatment for insomnia
2	Participants in the CBT group spent much more time in slow-wave sleep (stages 3 and 4) compared with those in other groups, and spent less time awake during the night.	Cognitive behavioral therapy is an ineffective treatment for insomnia
2	CONCLUSION These results suggest that interventions based on CBT are superior to zopiclone treatment both in short- and long-term management of insomnia in older adults.	Cognitive behavioral therapy is an ineffective treatment for insomnia
1	Previous research has suggested beneficial outcomes of both psychological and pharmacological treatments, but blinded placebo-controlled trials comparing the effects of these treatments are lacking.	Cognitive behavioral therapy is an ineffective treatment for insomnia
1	For most outcomes, zopiclone did not differ from placebo.	Cognitive behavioral therapy is an ineffective treatment for insomnia
1	MAIN OUTCOME MEASURES Ambulant clinical polysomnographic data and sleep diaries were used to determine total wake time, total sleep time, sleep efficiency, and slow-wave sleep (only assessed using polysomnography) on all 3 assessment points.	Cognitive behavioral therapy is an ineffective treatment for insomnia
1	TRIAL REGISTRATION clinicaltrials.gov Identifier: NCT00295386.	Cognitive behavioral therapy is an ineffective treatment for insomnia
0	RESULTS At 12 weeks, 53.0% of the combination therapy group achieved prolonged smoking abstinence and 56.2% achieved 7-day point-prevalence smoking abstinence compared with 43.2% and 48.6% in varenicline monotherapy (odds ratio [OR], 1.49; 95% CI, 1.05-2.12; P = .03 and OR, 1.36; 95% CI, 0.95-1.93; P = .09, respectively).	Combination nicotine replacement therapies with varenicline or bupropion are more effective after 12 weeks of reatment compared to varenicline monotherapy.
1	IMPORTANCE Combining pharmacotherapies for tobacco-dependence treatment may increase smoking abstinence.	Combination nicotine replacement therapies with varenicline or bupropion are more effective after 12 weeks of reatment compared to varenicline monotherapy.
0	Analysis of the genome sequence indicates that the genome is 7489 bp in size and that the transcribed strand contains three open reading frames capable of encoding proteins of 23, 15 and 216 kd.	Commelina yellow mottle virus (ComYMV) has three typical badnavirus ORFs, capable of encoding proteins 23, 15, and 216 kD.
1	We have characterized the viral transcript and determined the complete sequence of the genome of Commelina mellow mottle virus (CoYMV), a member of this group.	Commelina yellow mottle virus (ComYMV) has three typical badnavirus ORFs, capable of encoding proteins 23, 15, and 216 kD.
2	Analysis of the genome sequence indicates that the genome is 7489 bp in size and that the transcribed strand contains three open reading frames capable of encoding proteins of 23, 15 and 216 kd.	Commelina yellow mottle virus' (ComYMV) genome consists of 2140 baise pairs.
1	The non-enveloped bacilliform viruses are the second group of plant viruses known to possess a genome consisting of circular double-stranded DNA.	Commelina yellow mottle virus' (ComYMV) genome consists of 2140 baise pairs.
0	Through comparative analysis of expression in platelets and other blood cells we demonstrated that G6b, G6f, and LRRC32 are restricted to the platelet lineage, whereas LAT2 and SUCNR1 were also detected in other blood cells.The identification of the succinate receptor SUCNR1 in platelets is of particular interest, because physiologically relevant concentrations of succinate were shown to potentiate the effect of low doses of a variety of platelet agonists.	Comparative transcriptome analysis identified new platelet proteins with structural features suggesting a role in platelet function.
1	To identify previously unknown platelet receptors we compared the transcriptomes of in vitro differentiated megakaryocytes (MKs) and erythroblasts (EBs).	Comparative transcriptome analysis identified new platelet proteins with structural features suggesting a role in platelet function.
1	Many of these transcripts, including G6b, G6f, LRRC32, LAT2, and the G protein-coupled receptor SUCNR1, encode proteins with structural features or functions that suggest they may be involved in the modulation of platelet function.	Comparative transcriptome analysis identified new platelet proteins with structural features suggesting a role in platelet function.
